gadm36_2,Area Name,country_name,Country ISO3,Typology Class,Priority,Efficiency,Potential
NGA.37.14_1,Zurmi,Nigeria,NGA,High priority,49,0.696318,102172
NGA.37.1_1,Anka,Nigeria,NGA,High priority,55,0.654873,171984
NGA.37.3_1,Birnin-Magaji/Kiyaw,Nigeria,NGA,High priority,54,0.678419,132925
NGA.37.4_1,Bukkuyum,Nigeria,NGA,High priority,48,0.671222,153513
NGA.37.5_1,Bungudu,Nigeria,NGA,High priority,59,0.694079,120494
NGA.37.7_1,Gusau,Nigeria,NGA,High priority,51,0.66927,153578
NGA.37.9_1,Maradun,Nigeria,NGA,High priority,44,0.681256,118084
NGA.5.15_1,Ningi,Nigeria,NGA,High priority,47,0.729766,142790
NGA.5.17_1,Tafawa-B,Nigeria,NGA,High priority,46,0.636117,130782
NGA.5.18_1,Toro,Nigeria,NGA,High priority,52,0.713357,202113
NGA.5.1_1,Alkaleri,Nigeria,NGA,High priority,47,0.743069,131560
NGA.5.3_1,Bogoro,Nigeria,NGA,High priority,50,0.438567,98814
NGA.5.5_1,Darazo,Nigeria,NGA,High priority,44,0.787629,110760
NGA.5.6_1,Dass,Nigeria,NGA,High priority,45,0.720663,213276
NGA.5.8_1,Gamjuwa,Nigeria,NGA,High priority,50,0.783085,119317
NGA.7.10_1,Konshish,Nigeria,NGA,High priority,50,0.469071,203374
NGA.7.11_1,Kwande,Nigeria,NGA,High priority,50,0.09696,180057
NGA.7.14_1,Obi,Nigeria,NGA,High priority,42,0.44401,229561
NGA.7.15_1,Ogbadibo,Nigeria,NGA,High priority,47,0.333612,141127
NGA.7.17_1,Oju,Nigeria,NGA,High priority,56,0.296096,289854
NGA.7.18_1,Okpokwu,Nigeria,NGA,High priority,56,0.247921,170350
NGA.7.1_1,Ado,Nigeria,NGA,High priority,79,0.557173,159361
NGA.7.21_1,Ukum,Nigeria,NGA,High priority,46,0.674121,198171
NGA.7.22_1,Ushongo,Nigeria,NGA,High priority,52,0.477859,200026
NGA.7.23_1,Vandeiky,Nigeria,NGA,High priority,56,0.412695,192649
NGA.7.5_1,Gboko,Nigeria,NGA,High priority,44,0.200726,203574
NGA.7.8_1,GwerWest,Nigeria,NGA,High priority,42,0.559016,235756
NGA.7.9_1,Katsina (Benue),Nigeria,NGA,High priority,50,0.675375,226519
NGA.8.12_1,Hawul,Nigeria,NGA,High priority,50,0.62867,158818
NGA.8.28_1,Shani,Nigeria,NGA,High priority,49,0.79418,130083
NGA.8.2_1,Askira/U,Nigeria,NGA,High priority,56,0.636996,141993
NGA.8.6_1,Chibok,Nigeria,NGA,High priority,55,0.644846,135479
NGA.8.7_1,Damboa,Nigeria,NGA,High priority,53,0.613854,152770
NGA.9.10_1,Etung,Nigeria,NGA,High priority,55,0.592497,171987
NGA.9.11_1,Ikom,Nigeria,NGA,High priority,57,0.342755,118081
NGA.9.12_1,Obanliku,Nigeria,NGA,High priority,60,0.321116,128204
NGA.9.13_1,Obubra,Nigeria,NGA,High priority,67,0.199957,159598
NGA.9.14_1,Obudu,Nigeria,NGA,High priority,50,0.232364,192258
NGA.9.16_1,Ogoja,Nigeria,NGA,High priority,52,0.264869,168174
NGA.9.18_1,Yala Cross,Nigeria,NGA,High priority,59,0.168782,149059
NGA.9.1_1,Abi,Nigeria,NGA,High priority,71,0.297868,133712
NGA.9.2_1,Akamkpa,Nigeria,NGA,High priority,46,0.379537,100660
NGA.9.5_1,Bekwarra,Nigeria,NGA,High priority,47,0.052466,204836
NGA.9.7_1,Boki,Nigeria,NGA,High priority,57,0.248651,177005
NGA.1.11_1,Osisioma Ngwa,Nigeria,NGA,Low priority,9,0.282747,82385
NGA.1.12_1,Ugwunagbo,Nigeria,NGA,Low priority,17,0.100798,97645
NGA.1.1_1,Aba North,Nigeria,NGA,Low priority,2,0.47053,39792
NGA.1.2_1,Aba South,Nigeria,NGA,Low priority,9,0.022641,50982
NGA.1.9_1,Oboma Ngwa,Nigeria,NGA,Low priority,16,0.41837,84527
NGA.10.18_1,Udu,Nigeria,NGA,Low priority,5,0.803416,88159
NGA.10.22_1,Uvwie,Nigeria,NGA,Low priority,2,0.125479,81016
NGA.17.11_1,Mbaitoli,Nigeria,NGA,Low priority,12,0.539839,85897
NGA.17.12_1,Ngor-Okp,Nigeria,NGA,Low priority,14,0.424791,97314
NGA.17.13_1,Njaba,Nigeria,NGA,Low priority,13,0.121862,74031
NGA.17.16_1,Obowo,Nigeria,NGA,Low priority,16,0.122675,84069
NGA.17.1_1,Aboh-Mba,Nigeria,NGA,Low priority,16,0.111355,85654
NGA.17.20_1,Orlu,Nigeria,NGA,Low priority,15,0.467181,83677
NGA.17.21_1,Orsu,Nigeria,NGA,Low priority,6,0.733911,89093
NGA.17.22_1,Oru East,Nigeria,NGA,Low priority,12,0.463813,83850
NGA.17.23_1,Oru West,Nigeria,NGA,Low priority,14,0.465205,84832
NGA.17.24_1,Owerri Municipal,Nigeria,NGA,Low priority,2,0.583905,51383
NGA.17.25_1,Owerri North,Nigeria,NGA,Low priority,6,0.008788,83207
NGA.17.2_1,Ahizu-Mb,Nigeria,NGA,Low priority,21,0.439467,76469
NGA.17.4_1,Ezinihit,Nigeria,NGA,Low priority,16,0.430329,96962
NGA.19.10_1,Kaduna South,Nigeria,NGA,Low priority,7,0.716524,64839
NGA.19.19_1,Sabon-Ga,Nigeria,NGA,Low priority,9,0.066016,80818
NGA.19.23_1,Zaria,Nigeria,NGA,Low priority,12,0.666633,96900
NGA.19.9_1,Kaduna North,Nigeria,NGA,Low priority,13,0.034012,90617
NGA.20.12_1,Fagge,Nigeria,NGA,Low priority,0,0.657394,53743
NGA.20.17_1,Gezawa,Nigeria,NGA,Low priority,17,0.66674,83464
NGA.20.18_1,Gwale,Nigeria,NGA,Low priority,7,0.708832,64315
NGA.20.21_1,Kano,Nigeria,NGA,Low priority,7,0.689589,76121
NGA.20.25_1,Kumbotso,Nigeria,NGA,Low priority,21,0.662011,87704
NGA.20.31_1,Nassaraw,Nigeria,NGA,Low priority,0,0.758157,33520
NGA.20.38_1,Tarauni,Nigeria,NGA,Low priority,3,0.708315,62573
NGA.20.42_1,Ungogo,Nigeria,NGA,Low priority,5,0.677251,80590
NGA.20.43_1,Warawa,Nigeria,NGA,Low priority,17,0.658521,86377
NGA.20.7_1,Dala,Nigeria,NGA,Low priority,4,0.688009,76806
NGA.21.12_1,Dutsin-M,Nigeria,NGA,Low priority,14,0.075461,67580
NGA.22.6_1,BirninKe,Nigeria,NGA,Low priority,20,0.187447,75103
NGA.24.14_1,Oke-Ero,Nigeria,NGA,Low priority,11,0.574642,79789
NGA.25.10_1,Ifako/Ijaye,Nigeria,NGA,Low priority,5,0.322145,46333
NGA.25.11_1,Ikeja,Nigeria,NGA,Low priority,3,0.345904,41202
NGA.25.12_1,Ikorodu,Nigeria,NGA,Low priority,5,0.173114,92239
NGA.25.13_1,Kosofe,Nigeria,NGA,Low priority,3,0.255109,58783
NGA.25.14_1,LagosIsland,Nigeria,NGA,Low priority,12,0.306551,47606
NGA.25.15_1,Mainland,Nigeria,NGA,Low priority,5,0.38476,35050
NGA.25.16_1,Mushin,Nigeria,NGA,Low priority,4,0.396032,34093
NGA.25.18_1,Oshodi/Isolo,Nigeria,NGA,Low priority,3,0.686768,57690
NGA.25.19_1,Shomolu,Nigeria,NGA,Low priority,7,0.382267,36351
NGA.25.1_1,Agege,Nigeria,NGA,Low priority,4,0.374061,35938
NGA.25.20_1,Surulere,Nigeria,NGA,Low priority,5,0.414361,32661
NGA.25.2_1,Ajeromi/Ifelodun,Nigeria,NGA,Low priority,4,0.364651,40324
NGA.25.3_1,Alimosho,Nigeria,NGA,Low priority,4,0.20482,79477
NGA.25.4_1,Amuwo Odofin,Nigeria,NGA,Low priority,15,0.176982,92161
NGA.25.5_1,Apapa,Nigeria,NGA,Low priority,7,0.358466,40595
NGA.25.7_1,Epe,Nigeria,NGA,Low priority,19,0.222763,66333
NGA.25.8_1,Eti-Osa,Nigeria,NGA,Low priority,4,0.257681,62281
NGA.28.18_1,OgunWaterside,Nigeria,NGA,Low priority,16,0.555573,89265
NGA.28.1_1,Abeokuta South,Nigeria,NGA,Low priority,12,0.572822,92277
NGA.29.10_1,IlajeEseodo,Nigeria,NGA,Low priority,12,0.788155,82134
NGA.3.31_1,Uyo,Nigeria,NGA,Low priority,18,0.394021,75533
NGA.3.3_1,Eket,Nigeria,NGA,Low priority,20,0.393768,77683
NGA.31.10_1,IbadanSouth-West,Nigeria,NGA,Low priority,6,0.793376,59648
NGA.31.6_1,IbadanNorth,Nigeria,NGA,Low priority,5,0.006616,55305
NGA.31.7_1,IbadanNorth-East,Nigeria,NGA,Low priority,5,0.411539,35248
NGA.31.8_1,IbadanNorth-West,Nigeria,NGA,Low priority,6,0.79463,53121
NGA.31.9_1,IbadanSouth-East,Nigeria,NGA,Low priority,5,0.793131,61871
NGA.33.15_1,Obio/Akp,Nigeria,NGA,Low priority,5,0.462794,71627
NGA.33.19_1,Omumma,Nigeria,NGA,Low priority,13,0.392354,97138
NGA.33.22_1,Port Harcourt,Nigeria,NGA,Low priority,13,0.473289,72587
NGA.33.5_1,Andoni/O,Nigeria,NGA,Low priority,21,0.428824,80179
NGA.33.7_1,Bonny,Nigeria,NGA,Low priority,17,0.441524,74398
NGA.34.11_1,Kware,Nigeria,NGA,Low priority,7,0.663301,95880
NGA.34.15_1,Silame,Nigeria,NGA,Low priority,19,0.669175,92453
NGA.34.16_1,Sokoto North,Nigeria,NGA,Low priority,1,0.669369,96512
NGA.34.19_1,Tangazar,Nigeria,NGA,Low priority,14,0.696028,68208
NGA.34.1_1,Binji,Nigeria,NGA,Low priority,20,0.666438,90893
NGA.34.21_1,Wamakko,Nigeria,NGA,Low priority,6,0.483001,90989
NGA.34.22_1,Wurno,Nigeria,NGA,Low priority,12,0.681124,80031
NGA.34.2_1,Bodinga,Nigeria,NGA,Low priority,12,0.580065,89893
NGA.34.7_1,Gwadabaw,Nigeria,NGA,Low priority,15,0.666606,91558
NGA.4.17_1,Onitsha North,Nigeria,NGA,Low priority,2,0.048861,81244
NGA.6.3_1,Kolokuma/Opokuma,Nigeria,NGA,Low priority,15,0.536222,92334
NGA.6.6_1,Sagbama,Nigeria,NGA,Low priority,19,0.570768,93930
NGA.6.8_1,Yenegoa,Nigeria,NGA,Low priority,6,0.756274,93596
NGA.8.17_1,Kukawa,Nigeria,NGA,Low priority,18,0.69914,63184
NGA.8.22_1,Maidugur,Nigeria,NGA,Low priority,8,0.569569,93679
NGA.8.25_1,Monguno,Nigeria,NGA,Low priority,21,0.666562,85979
NGA.9.8_1,Calabar,Nigeria,NGA,Low priority,20,0.014031,58220
NGA.1.14_1,Ukwa West,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.228165,101394
NGA.1.16_1,Umuahia North,Nigeria,NGA,Low priority with high agricultural opportunities,6,0.046762,102991
NGA.1.17_1,Umuahia South,Nigeria,NGA,Low priority with high agricultural opportunities,9,0.176271,135518
NGA.1.3_1,Arochukw,Nigeria,NGA,Low priority with high agricultural opportunities,18,0.184576,125915
NGA.1.4_1,Bende,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.096275,163125
NGA.1.5_1,Ikwuano,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.121199,107498
NGA.1.6_1,Isiala Ngwa North,Nigeria,NGA,Low priority with high agricultural opportunities,12,0.155603,154543
NGA.1.7_1,Isiala Ngwa South,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.563036,100718
NGA.1.8_1,Isuikwua,Nigeria,NGA,Low priority with high agricultural opportunities,21,0.09324,159370
NGA.10.12_1,Ndokwa West,Nigeria,NGA,Low priority with high agricultural opportunities,5,0.398757,132889
NGA.10.13_1,Okpe,Nigeria,NGA,Low priority with high agricultural opportunities,10,0.153954,121736
NGA.10.14_1,Oshimili North,Nigeria,NGA,Low priority with high agricultural opportunities,7,0.638068,171771
NGA.10.1_1,AniochaN,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.665237,166163
NGA.10.23_1,Warri North,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.667962,129613
NGA.10.2_1,AniochaS,Nigeria,NGA,Low priority with high agricultural opportunities,8,0.238118,181793
NGA.10.5_1,Ethiope West,Nigeria,NGA,Low priority with high agricultural opportunities,10,0.323001,132554
NGA.10.7_1,IkaNorth,Nigeria,NGA,Low priority with high agricultural opportunities,6,0.363112,208114
NGA.10.8_1,IkaSouth,Nigeria,NGA,Low priority with high agricultural opportunities,5,0.572278,189366
NGA.12.10_1,Igueben,Nigeria,NGA,Low priority with high agricultural opportunities,18,0.605541,124780
NGA.12.11_1,Ikpoba-Okha,Nigeria,NGA,Low priority with high agricultural opportunities,16,0.660272,125560
NGA.12.13_1,Orhionmw,Nigeria,NGA,Low priority with high agricultural opportunities,7,0.58828,137368
NGA.12.14_1,OviaNort,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.334615,148431
NGA.12.15_1,OviaSouth-West,Nigeria,NGA,Low priority with high agricultural opportunities,19,0.112229,147458
NGA.12.17_1,OwanWest,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.585527,144300
NGA.12.2_1,Egor,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.64802,106182
NGA.12.3_1,EsanCent,Nigeria,NGA,Low priority with high agricultural opportunities,16,0.280344,121719
NGA.12.4_1,EsanNort,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.633118,108135
NGA.12.5_1,EsanSout,Nigeria,NGA,Low priority with high agricultural opportunities,15,0.587083,138712
NGA.12.6_1,EsanWest,Nigeria,NGA,Low priority with high agricultural opportunities,18,0.617744,117496
NGA.13.10_1,Ikere,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.172602,215367
NGA.13.11_1,Ikole,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.043498,168820
NGA.13.12_1,Ilejemeje,Nigeria,NGA,Low priority with high agricultural opportunities,7,0.512824,157204
NGA.13.13_1,Irepodun/Ifelodun,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.412021,182099
NGA.13.14_1,Ise/Orun,Nigeria,NGA,Low priority with high agricultural opportunities,19,0.373741,210196
NGA.13.15_1,Moba,Nigeria,NGA,Low priority with high agricultural opportunities,6,0.031188,159287
NGA.13.16_1,Oye,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.554398,146797
NGA.13.1_1,Ado-Ekiti,Nigeria,NGA,Low priority with high agricultural opportunities,18,0.421282,179576
NGA.13.2_1,Efon,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.384822,198685
NGA.13.3_1,EkitiEas,Nigeria,NGA,Low priority with high agricultural opportunities,9,0.133573,190406
NGA.13.4_1,EkitiSouth-West,Nigeria,NGA,Low priority with high agricultural opportunities,15,0.375965,205632
NGA.13.5_1,EkitiWest,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.39201,191633
NGA.13.6_1,Emure/Ise/Orun,Nigeria,NGA,Low priority with high agricultural opportunities,19,0.427961,158655
NGA.13.7_1,Gboyin,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.443051,195664
NGA.13.8_1,Ido/Osi,Nigeria,NGA,Low priority with high agricultural opportunities,10,0.422575,149522
NGA.15.2_1,AbujaMun,Nigeria,NGA,Low priority with high agricultural opportunities,16,0.1169,182200
NGA.15.3_1,Bwari,Nigeria,NGA,Low priority with high agricultural opportunities,12,0.032238,182682
NGA.16.6_1,Gombe,Nigeria,NGA,Low priority with high agricultural opportunities,6,0.377616,144935
NGA.17.17_1,Oguta,Nigeria,NGA,Low priority with high agricultural opportunities,6,0.409385,103393
NGA.17.18_1,Ohaji/Eg,Nigeria,NGA,Low priority with high agricultural opportunities,7,0.41332,100133
NGA.17.26_1,Owerri West,Nigeria,NGA,Low priority with high agricultural opportunities,8,0.419976,102194
NGA.17.7_1,Ihitte/U,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.121399,101266
NGA.19.6_1,Jaba,Nigeria,NGA,Low priority with high agricultural opportunities,16,0.609429,135321
NGA.23.10_1,Kabba/Bu,Nigeria,NGA,Low priority with high agricultural opportunities,21,0.597338,140750
NGA.23.13_1,Mopa-Muro,Nigeria,NGA,Low priority with high agricultural opportunities,15,0.316207,163428
NGA.23.15_1,Ogori/Magongo,Nigeria,NGA,Low priority with high agricultural opportunities,19,0.60797,141441
NGA.23.16_1,Okehi,Nigeria,NGA,Low priority with high agricultural opportunities,18,0.635044,126194
NGA.23.1_1,Adavi,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.612532,132789
NGA.23.4_1,Bassa,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.591037,146039
NGA.23.5_1,Dekina,Nigeria,NGA,Low priority with high agricultural opportunities,19,0.620954,121967
NGA.23.7_1,Idah,Nigeria,NGA,Low priority with high agricultural opportunities,21,0.637192,118684
NGA.23.9_1,Ijumu,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.592654,145688
NGA.24.10_1,Isin,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.625075,114557
NGA.24.13_1,Offa,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.236276,116906
NGA.24.4_1,Ekiti,Nigeria,NGA,Low priority with high agricultural opportunities,12,0.197013,120804
NGA.24.8_1,IlorinWe,Nigeria,NGA,Low priority with high agricultural opportunities,9,0.453739,108811
NGA.24.9_1,Irepodun,Nigeria,NGA,Low priority with high agricultural opportunities,10,0.606766,119257
NGA.25.17_1,Ojo,Nigeria,NGA,Low priority with high agricultural opportunities,7,0.156291,99157
NGA.25.6_1,Badagary,Nigeria,NGA,Low priority with high agricultural opportunities,16,0.127804,120676
NGA.25.9_1,Ibeju/Lekki,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.155172,102264
NGA.26.12_1,Toto,Nigeria,NGA,Low priority with high agricultural opportunities,21,0.592234,146163
NGA.26.4_1,Karu,Nigeria,NGA,Low priority with high agricultural opportunities,19,0.339026,190065
NGA.28.14_1,Ipokia,Nigeria,NGA,Low priority with high agricultural opportunities,18,0.435155,149905
NGA.28.20_1,Shagamu,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.183578,99576
NGA.28.3_1,AdoOdo/Ota,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.44763,147818
NGA.28.5_1,EgbadoSouth,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.02056,228733
NGA.28.7_1,Ifo,Nigeria,NGA,Low priority with high agricultural opportunities,16,0.499176,125678
NGA.28.9_1,IjebuEast,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.515331,107860
NGA.29.14_1,Okitipupa,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.592915,122056
NGA.29.1_1,Akoko North-East,Nigeria,NGA,Low priority with high agricultural opportunities,12,0.350146,141387
NGA.29.5_1,Akure North,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.621248,203867
NGA.30.11_1,Ife East,Nigeria,NGA,Low priority with high agricultural opportunities,18,0.469893,202937
NGA.30.13_1,Ife South,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.503655,171626
NGA.30.14_1,IfeCentral,Nigeria,NGA,Low priority with high agricultural opportunities,18,0.505692,183217
NGA.30.15_1,Ifedayo,Nigeria,NGA,Low priority with high agricultural opportunities,9,0.604091,141924
NGA.30.16_1,Ifelodun,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.532655,134560
NGA.30.17_1,Ila,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.546704,145271
NGA.30.18_1,Ilesha East,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.51693,156384
NGA.30.19_1,Ilesha West,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.575292,131586
NGA.30.1_1,Atakumosa East,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.506834,173862
NGA.30.21_1,Irewole,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.554745,137931
NGA.30.22_1,Isokan,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.561442,133545
NGA.30.24_1,Obokun,Nigeria,NGA,Low priority with high agricultural opportunities,9,0.543367,148494
NGA.30.25_1,Odo0tin,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.544652,147315
NGA.30.28_1,Oriade,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.419778,164638
NGA.30.2_1,Atakumosa West,Nigeria,NGA,Low priority with high agricultural opportunities,19,0.493367,184342
NGA.30.3_1,Ayedaade,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.570108,128043
NGA.30.5_1,Boluwaduro,Nigeria,NGA,Low priority with high agricultural opportunities,16,0.264321,141729
NGA.30.6_1,Boripe,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.568494,135451
NGA.31.20_1,Lagelu,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.07366,154301
NGA.31.26_1,Ona-Ara,Nigeria,NGA,Low priority with high agricultural opportunities,11,0.089741,112397
NGA.31.2_1,Akinyele,Nigeria,NGA,Low priority with high agricultural opportunities,10,0.245841,156851
NGA.31.5_1,Egbeda,Nigeria,NGA,Low priority with high agricultural opportunities,7,0.607875,136469
NGA.33.10_1,Emuoha,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.318347,126167
NGA.33.11_1,Etche,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.345737,117150
NGA.33.13_1,Ikwerre,Nigeria,NGA,Low priority with high agricultural opportunities,15,0.464546,122400
NGA.33.16_1,Ogba/Egbe,Nigeria,NGA,Low priority with high agricultural opportunities,2,0.363952,105956
NGA.33.1_1,Abua/Odu,Nigeria,NGA,Low priority with high agricultural opportunities,9,0.261788,158573
NGA.33.2_1,Ahoada East,Nigeria,NGA,Low priority with high agricultural opportunities,6,0.311711,131568
NGA.33.3_1,Ahoada West,Nigeria,NGA,Low priority with high agricultural opportunities,5,0.39474,118576
NGA.33.6_1,Asari-To,Nigeria,NGA,Low priority with high agricultural opportunities,8,0.02937,142093
NGA.34.17_1,Sokoto South,Nigeria,NGA,Low priority with high agricultural opportunities,3,0.662037,106610
NGA.34.3_1,Dange-Shuni,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.653463,99441
NGA.4.12_1,Ihiala,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.182932,127801
NGA.4.16_1,Ogbaru,Nigeria,NGA,Low priority with high agricultural opportunities,10,0.03951,151240
NGA.4.19_1,OrumbaNo,Nigeria,NGA,Low priority with high agricultural opportunities,13,0.104713,172059
NGA.4.21_1,Oyi,Nigeria,NGA,Low priority with high agricultural opportunities,6,0.080561,136596
NGA.4.2_1,Anambra East,Nigeria,NGA,Low priority with high agricultural opportunities,17,0.614398,165875
NGA.4.5_1,AwkaNort,Nigeria,NGA,Low priority with high agricultural opportunities,14,0.21759,181495
NGA.4.8_1,Dunukofia,Nigeria,NGA,Low priority with high agricultural opportunities,8,0.127497,153831
NGA.6.5_1,Ogbia,Nigeria,NGA,Low priority with high agricultural opportunities,15,0.104687,106942
NGA.8.13_1,Jere,Nigeria,NGA,Low priority with high agricultural opportunities,20,0.669531,100483
NGA.1.10_1,Ohafia Abia,Nigeria,NGA,Medium priority with high agricultural opportunities,22,0.106977,145629
NGA.1.13_1,Ukwa East,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.112377,129223
NGA.1.15_1,Umu-Nneochi,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.056952,152918
NGA.12.12_1,Oredo Edo,Nigeria,NGA,Medium priority with high agricultural opportunities,24,0.620096,132957
NGA.12.1_1,Akoko-Ed,Nigeria,NGA,Medium priority with high agricultural opportunities,22,0.125786,136443
NGA.12.7_1,Etsako Central,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.318231,131471
NGA.12.8_1,EtsakoEa,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.399285,133268
NGA.12.9_1,EtsakoWe,Nigeria,NGA,Medium priority with high agricultural opportunities,22,0.105921,143204
NGA.14.12_1,Nkanu West,Nigeria,NGA,Medium priority with high agricultural opportunities,40,0.412891,148292
NGA.14.14_1,Oji-River,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.427191,141009
NGA.14.16_1,Udi,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.136658,104338
NGA.14.3_1,Enugu East,Nigeria,NGA,Medium priority with high agricultural opportunities,41,0.543666,150266
NGA.14.4_1,Enugu North,Nigeria,NGA,Medium priority with high agricultural opportunities,25,0.489227,113428
NGA.14.5_1,EnuguSou,Nigeria,NGA,Medium priority with high agricultural opportunities,34,0.047064,128466
NGA.14.6_1,Ezeagu,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.107894,147907
NGA.15.1_1,Abaji,Nigeria,NGA,Medium priority with high agricultural opportunities,24,0.134869,166319
NGA.15.4_1,Gwagwala,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.549775,233517
NGA.17.19_1,Okigwe,Nigeria,NGA,Medium priority with high agricultural opportunities,26,0.397156,107783
NGA.17.27_1,Unuimo,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.285719,105374
NGA.17.5_1,Ideato South,Nigeria,NGA,Medium priority with high agricultural opportunities,29,0.418302,101032
NGA.17.6_1,IdeatoNo,Nigeria,NGA,Medium priority with high agricultural opportunities,25,0.169564,114020
NGA.19.11_1,Kagarko,Nigeria,NGA,Medium priority with high agricultural opportunities,28,0.620996,129886
NGA.19.16_1,Kudan,Nigeria,NGA,Medium priority with high agricultural opportunities,34,0.601914,100035
NGA.19.20_1,Sanga,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.40416,130819
NGA.19.21_1,Soba,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.627603,127210
NGA.19.22_1,ZangonKa,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.222486,177130
NGA.19.4_1,Igabi,Nigeria,NGA,Medium priority with high agricultural opportunities,40,0.610167,137376
NGA.19.7_1,Jema'a,Nigeria,NGA,Medium priority with high agricultural opportunities,31,0.601256,155063
NGA.2.11_1,Maiha,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.50313,146221
NGA.2.15_1,Mubi South,Nigeria,NGA,Medium priority with high agricultural opportunities,38,0.169515,180368
NGA.2.20_1,Yola North,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.069803,105139
NGA.20.27_1,Kura,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.658282,117044
NGA.20.6_1,Bunkure,Nigeria,NGA,Medium priority with high agricultural opportunities,38,0.629466,107953
NGA.22.16_1,Ngaski,Nigeria,NGA,Medium priority with high agricultural opportunities,35,0.60664,126552
NGA.22.20_1,Yauri,Nigeria,NGA,Medium priority with high agricultural opportunities,29,0.596299,140962
NGA.22.21_1,Zuru,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.621114,115455
NGA.22.5_1,Bagudo,Nigeria,NGA,Medium priority with high agricultural opportunities,41,0.597344,144111
NGA.22.7_1,Bunza,Nigeria,NGA,Medium priority with high agricultural opportunities,30,0.625754,101050
NGA.22.8_1,Dandi,Nigeria,NGA,Medium priority with high agricultural opportunities,35,0.612391,110911
NGA.23.12_1,Lokoja,Nigeria,NGA,Medium priority with high agricultural opportunities,24,0.594504,146591
NGA.23.14_1,Ofu,Nigeria,NGA,Medium priority with high agricultural opportunities,25,0.631159,115188
NGA.23.17_1,Okene,Nigeria,NGA,Medium priority with high agricultural opportunities,30,0.610786,135860
NGA.23.18_1,Olamabor,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.628116,119193
NGA.23.19_1,Omala,Nigeria,NGA,Medium priority with high agricultural opportunities,22,0.590923,144546
NGA.23.20_1,Yagba East,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.240635,136374
